,ID2,ID8,ID14,ID20,ID26,ID32,ID38,ID44,ID50,ID56,ID62,ID68,ID74,ID80,ID86,ID92,ID98,ID104,ID110,ID116
ENSMUSG00000108607,0,1.386294361,2.564949357,0,0.693147181,0,0.693147181,0,0,1.386294361,0,0,0,0,1.386294361,0,0,2.708050201,0,0
ENSMUSG00000108616,3.784189634,3.610917913,4.262679877,1.609437912,4.65396035,3.555348061,4.234106505,4.060443011,0,4.605170186,1.945910149,4.043051268,4.33073334,4.49980967,4.94875989,4.454347296,3.737669618,3.33220451,2.397895273,4.127134385
ENSMUSG00000108617,0,0,0,0,1.945910149,0,0,0,0,4.077537444,0,0,0,0,0,0,0,0,3.218875825,0.693147181
ENSMUSG00000108621,2.995732274,3.36729583,3.850147602,2.890371758,3.401197382,1.609437912,2.833213344,3.091042453,3.091042453,3.091042453,2.197224577,3.761200116,3.091042453,1.386294361,3.737669618,3.80666249,2.833213344,3.583518938,4.143134726,3.091042453
ENSMUSG00000108628,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181
ENSMUSG00000108630,0,2.48490665,2.079441542,3.044522438,2.48490665,3.044522438,0,0,0,0,0,3.258096538,4.276666119,0,2.302585093,0,2.63905733,0,0,0
ENSMUSG00000108633,2.397895273,0,2.48490665,4.17438727,3.091042453,1.098612289,1.386294361,0,0,0,0,0,0,0,0,0,0,1.386294361,0,0
ENSMUSG00000108640,1.609437912,0,0,2.079441542,1.945910149,1.609437912,0,1.945910149,0,0,0,0,0,0,2.079441542,0,0,2.397895273,0,1.945910149
ENSMUSG00000108647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.091042453,2.197224577,0.693147181,0
ENSMUSG00000108650,0,0,0,0,0,1.386294361,2.564949357,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000108658,0,0,0,2.48490665,0,0,0,0,0,0,0,0.693147181,0,0,0,0,0,0,0,0
ENSMUSG00000108659,0,0,0,0,1.945910149,0,0,0,0,0,0,0,0,0,0.693147181,0,3.044522438,0,0,0
ENSMUSG00000108665,2.890371758,0,0,0,2.079441542,0,0.693147181,0,0,0,0,2.48490665,0,0,2.197224577,0,0,1.609437912,0,0
ENSMUSG00000108678,0,1.386294361,1.791759469,0,1.791759469,0,0,0,0,0,2.302585093,0,0,0,1.945910149,0,0,0,0,1.609437912
